layout,protocol,num_complete_tasks,macro_sr_percent,train_seed_macro_std_percent,train_seed_macros_percent
five_slot,p75,4,95.0,0.22047927592204475,"[94.75, 95.08333333333333, 95.16666666666666]"
five_slot,p77,4,94.75,0.1666666666666714,"[94.91666666666667, 94.75, 94.58333333333333]"
five_slot,p66,4,95.11111111111111,0.048112522432461974,"[95.08333333333334, 95.16666666666666, 95.08333333333333]"
four_slot,p75,4,94.08333333333333,0.75,"[93.33333333333333, 94.08333333333333, 94.83333333333333]"
four_slot,p77,4,93.83333333333333,1.1273124382057236,"[92.75, 95.0, 93.75]"
four_slot,p66,4,93.27777777777777,1.5418543429308822,"[91.5, 94.08333333333334, 94.25]"
