layout,protocol,num_complete_tasks,macro_sr_percent,train_seed_macro_std_percent,train_seed_macros_percent
five_slot,p75,4,84.61111111111111,0.9941961204540685,"[85.75, 83.91666666666667, 84.16666666666667]"
five_slot,p77,4,83.69444444444444,0.17347216662217582,"[83.83333333333333, 83.75, 83.5]"
five_slot,p66,4,83.91666666666666,1.2583057392117916,"[85.08333333333334, 82.58333333333334, 84.08333333333334]"
four_slot,p75,4,83.44444444444444,0.47385339192311116,"[82.91666666666667, 83.83333333333334, 83.58333333333333]"
four_slot,p77,4,83.13888888888889,1.2285191326386629,"[81.75, 84.08333333333333, 83.58333333333333]"
four_slot,p66,4,83.16666666666666,1.8837757592428863,"[81.0, 84.41666666666667, 84.08333333333333]"
