layout,protocol,task,train_seed,eval_seed,successes,episodes,sr_percent,checkpoint_sha256,manifest_sha256
four_slot,p77,cube,0,0,100,100,100.0,863416d4a4042101e12fd17f50af9bfab03b4bc8af539bd23e0229bedf43752a,d06053263ecfa4bc3f2a7b0a996239a5105177f2de18cdefc5ec41cdab3097e7
four_slot,p77,cube,0,1,100,100,100.0,863416d4a4042101e12fd17f50af9bfab03b4bc8af539bd23e0229bedf43752a,6dd8ea3c417d4f77303703be3b21bb6c4f5d0ab0d67afb2f1a008996fe5e238f
four_slot,p77,cube,0,42,100,100,100.0,863416d4a4042101e12fd17f50af9bfab03b4bc8af539bd23e0229bedf43752a,03f9c3a375707bdcd40d32aa1be26ef15ab2529fe513e67eea59789b36c70d63
five_slot,p77,reacher,3072,0,51,100,51.0,96d684de2ee852cdbfe09f3b5423fb134c671eac7b179710a699e58436987c1d,f47cccfbe9abdf5fd9345e05d4c1827a0e923d9ebfdf7acd55f66d3744a079fe
five_slot,p77,reacher,3072,1,54,100,54.0,96d684de2ee852cdbfe09f3b5423fb134c671eac7b179710a699e58436987c1d,87acf32a019f1c9ef63449dd573a5f845d45c772f6de425e83aeca976d154565
five_slot,p77,reacher,3072,42,41,100,41.0,96d684de2ee852cdbfe09f3b5423fb134c671eac7b179710a699e58436987c1d,1ab745023ffc673aeef2f073aa7b7d1ba2ab00cd0caf39cc392a6a6ff54d387c
four_slot,p77,cube,42,0,100,100,100.0,db1a7a055d01473a65a78ef3642939a874d79d41bdab014303a462d3431e227c,d06053263ecfa4bc3f2a7b0a996239a5105177f2de18cdefc5ec41cdab3097e7
four_slot,p77,cube,42,1,100,100,100.0,db1a7a055d01473a65a78ef3642939a874d79d41bdab014303a462d3431e227c,6dd8ea3c417d4f77303703be3b21bb6c4f5d0ab0d67afb2f1a008996fe5e238f
four_slot,p77,cube,42,42,100,100,100.0,db1a7a055d01473a65a78ef3642939a874d79d41bdab014303a462d3431e227c,03f9c3a375707bdcd40d32aa1be26ef15ab2529fe513e67eea59789b36c70d63
five_slot,p77,tworoom,42,0,99,100,99.0,73a9527475ca3038f11cd50f711eda17feea273e5092cde27f0c1f246731bc73,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
five_slot,p77,tworoom,42,1,100,100,100.0,73a9527475ca3038f11cd50f711eda17feea273e5092cde27f0c1f246731bc73,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
five_slot,p77,tworoom,42,42,99,100,99.0,73a9527475ca3038f11cd50f711eda17feea273e5092cde27f0c1f246731bc73,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
four_slot,p77,cube,3072,0,100,100,100.0,6537bf6eb187a3068cf152ec340184491b90b6bdb1bb2214a4a3e8d13b32bb1c,d06053263ecfa4bc3f2a7b0a996239a5105177f2de18cdefc5ec41cdab3097e7
four_slot,p77,cube,3072,1,100,100,100.0,6537bf6eb187a3068cf152ec340184491b90b6bdb1bb2214a4a3e8d13b32bb1c,6dd8ea3c417d4f77303703be3b21bb6c4f5d0ab0d67afb2f1a008996fe5e238f
four_slot,p77,cube,3072,42,100,100,100.0,6537bf6eb187a3068cf152ec340184491b90b6bdb1bb2214a4a3e8d13b32bb1c,03f9c3a375707bdcd40d32aa1be26ef15ab2529fe513e67eea59789b36c70d63
five_slot,p77,tworoom,3072,0,98,100,98.0,456fe9dd973572c2aacf3668ea2f73b1043de585c803e91dfbd4064c2d3e8aa5,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
five_slot,p77,tworoom,3072,1,99,100,99.0,456fe9dd973572c2aacf3668ea2f73b1043de585c803e91dfbd4064c2d3e8aa5,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
five_slot,p77,tworoom,3072,42,97,100,97.0,456fe9dd973572c2aacf3668ea2f73b1043de585c803e91dfbd4064c2d3e8aa5,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
four_slot,p77,reacher,0,0,45,100,45.0,39df33a746d48d8dac36787f776a2de0ac1491bc3de7777b90d69e1f0be46002,f47cccfbe9abdf5fd9345e05d4c1827a0e923d9ebfdf7acd55f66d3744a079fe
four_slot,p77,reacher,0,1,50,100,50.0,39df33a746d48d8dac36787f776a2de0ac1491bc3de7777b90d69e1f0be46002,87acf32a019f1c9ef63449dd573a5f845d45c772f6de425e83aeca976d154565
four_slot,p77,reacher,0,42,52,100,52.0,39df33a746d48d8dac36787f776a2de0ac1491bc3de7777b90d69e1f0be46002,1ab745023ffc673aeef2f073aa7b7d1ba2ab00cd0caf39cc392a6a6ff54d387c
five_slot,p75,tworoom,0,0,99,100,99.0,3d48713b9c2c2419b40a9ce2e3d4e71e96dd6e1e6561ff2aa8afc3fe1ef0eca4,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
five_slot,p75,tworoom,0,1,100,100,100.0,3d48713b9c2c2419b40a9ce2e3d4e71e96dd6e1e6561ff2aa8afc3fe1ef0eca4,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
five_slot,p75,tworoom,0,42,98,100,98.0,3d48713b9c2c2419b40a9ce2e3d4e71e96dd6e1e6561ff2aa8afc3fe1ef0eca4,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
four_slot,p75,tworoom,0,0,97,100,97.0,6bd6dd677954a3ffda68559ec03f723bd55196f3f4b9ffb222140050fddbe8ed,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
four_slot,p75,tworoom,0,1,98,100,98.0,6bd6dd677954a3ffda68559ec03f723bd55196f3f4b9ffb222140050fddbe8ed,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
four_slot,p75,tworoom,0,42,96,100,96.0,6bd6dd677954a3ffda68559ec03f723bd55196f3f4b9ffb222140050fddbe8ed,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
five_slot,p75,tworoom,42,0,100,100,100.0,f55123d7823f29f44e704c883264a1465da2019fdf828bf7207dc30aa3b16dfe,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
five_slot,p75,tworoom,42,1,100,100,100.0,f55123d7823f29f44e704c883264a1465da2019fdf828bf7207dc30aa3b16dfe,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
five_slot,p75,tworoom,42,42,96,100,96.0,f55123d7823f29f44e704c883264a1465da2019fdf828bf7207dc30aa3b16dfe,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
four_slot,p75,tworoom,42,0,98,100,98.0,c1504d8fd7de97ffef2f4bc0d0fc87440e58b82a965d2ac629e6bceb55d9bec0,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
four_slot,p75,tworoom,42,1,97,100,97.0,c1504d8fd7de97ffef2f4bc0d0fc87440e58b82a965d2ac629e6bceb55d9bec0,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
four_slot,p75,tworoom,42,42,95,100,95.0,c1504d8fd7de97ffef2f4bc0d0fc87440e58b82a965d2ac629e6bceb55d9bec0,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
five_slot,p75,tworoom,3072,0,100,100,100.0,1a791b669464f2bd58f04f1a3199f901e5a82714c36d72efcf7634cc89e6f63e,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
five_slot,p75,tworoom,3072,1,99,100,99.0,1a791b669464f2bd58f04f1a3199f901e5a82714c36d72efcf7634cc89e6f63e,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
five_slot,p75,tworoom,3072,42,96,100,96.0,1a791b669464f2bd58f04f1a3199f901e5a82714c36d72efcf7634cc89e6f63e,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
four_slot,p75,tworoom,3072,0,99,100,99.0,556df76d16bb601096b0bf7d9977ed82cfa7c513dea37ab0bbdaf82e081b7ebc,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
four_slot,p75,tworoom,3072,1,97,100,97.0,556df76d16bb601096b0bf7d9977ed82cfa7c513dea37ab0bbdaf82e081b7ebc,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
four_slot,p75,tworoom,3072,42,94,100,94.0,556df76d16bb601096b0bf7d9977ed82cfa7c513dea37ab0bbdaf82e081b7ebc,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
five_slot,p77,tworoom,0,0,100,100,100.0,8b236db0d1580307d20e37daf7e5332af878be0175694610f260563ccc7c5d70,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
five_slot,p77,tworoom,0,1,99,100,99.0,8b236db0d1580307d20e37daf7e5332af878be0175694610f260563ccc7c5d70,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
five_slot,p77,tworoom,0,42,99,100,99.0,8b236db0d1580307d20e37daf7e5332af878be0175694610f260563ccc7c5d70,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
four_slot,p77,tworoom,0,0,93,100,93.0,1a33524d318064572cc412e821055759d4935515cd119d3fe138ea7dbc2a9a59,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
four_slot,p77,tworoom,0,1,95,100,95.0,1a33524d318064572cc412e821055759d4935515cd119d3fe138ea7dbc2a9a59,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
four_slot,p77,tworoom,0,42,92,100,92.0,1a33524d318064572cc412e821055759d4935515cd119d3fe138ea7dbc2a9a59,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
five_slot,p66,pusht,0,0,93,100,93.0,e50b9666dc1ed8f0a7658d6360685fe2698af71b16b4bfbe3565bcb75da79994,f90fd6b829f6c52f821c474ff7c58d6fad64c4f5713ac6f146262181a89a74d6
five_slot,p66,pusht,0,1,91,100,91.0,e50b9666dc1ed8f0a7658d6360685fe2698af71b16b4bfbe3565bcb75da79994,9d229873dc1e161c3a6be6bcce7e1d8f8f0b7b488a4b3bbda740fd54097bab29
five_slot,p66,pusht,0,42,91,100,91.0,e50b9666dc1ed8f0a7658d6360685fe2698af71b16b4bfbe3565bcb75da79994,dcdce1f5e90c29246b70670d6a61171bd8ba17814bc88726ac65994714c14afa
four_slot,p77,reacher,42,0,51,100,51.0,2b6ce051911dace7b9758940cb545e06215c54065f42c6f06aa4714e71184ba3,f47cccfbe9abdf5fd9345e05d4c1827a0e923d9ebfdf7acd55f66d3744a079fe
four_slot,p77,reacher,42,1,45,100,45.0,2b6ce051911dace7b9758940cb545e06215c54065f42c6f06aa4714e71184ba3,87acf32a019f1c9ef63449dd573a5f845d45c772f6de425e83aeca976d154565
four_slot,p77,reacher,42,42,53,100,53.0,2b6ce051911dace7b9758940cb545e06215c54065f42c6f06aa4714e71184ba3,1ab745023ffc673aeef2f073aa7b7d1ba2ab00cd0caf39cc392a6a6ff54d387c
five_slot,p66,pusht,42,0,87,100,87.0,3f4e8a726793ff099bb7ee4087cd2fee5346e195a23f3cf59db2777ba8b6d4da,f90fd6b829f6c52f821c474ff7c58d6fad64c4f5713ac6f146262181a89a74d6
five_slot,p66,pusht,42,1,87,100,87.0,3f4e8a726793ff099bb7ee4087cd2fee5346e195a23f3cf59db2777ba8b6d4da,9d229873dc1e161c3a6be6bcce7e1d8f8f0b7b488a4b3bbda740fd54097bab29
five_slot,p66,pusht,42,42,89,100,89.0,3f4e8a726793ff099bb7ee4087cd2fee5346e195a23f3cf59db2777ba8b6d4da,dcdce1f5e90c29246b70670d6a61171bd8ba17814bc88726ac65994714c14afa
four_slot,p77,reacher,3072,0,53,100,53.0,f04ce2a803a5ea86823447d9989b4b829d5335dab5f7d01c53aa1b56570fb72a,f47cccfbe9abdf5fd9345e05d4c1827a0e923d9ebfdf7acd55f66d3744a079fe
four_slot,p77,reacher,3072,1,49,100,49.0,f04ce2a803a5ea86823447d9989b4b829d5335dab5f7d01c53aa1b56570fb72a,87acf32a019f1c9ef63449dd573a5f845d45c772f6de425e83aeca976d154565
four_slot,p77,reacher,3072,42,48,100,48.0,f04ce2a803a5ea86823447d9989b4b829d5335dab5f7d01c53aa1b56570fb72a,1ab745023ffc673aeef2f073aa7b7d1ba2ab00cd0caf39cc392a6a6ff54d387c
five_slot,p66,pusht,3072,0,89,100,89.0,1c5ffd04cd52c7f53574b39ca4302d12ecd75b784449137c73fe6e8c6bfea3cd,f90fd6b829f6c52f821c474ff7c58d6fad64c4f5713ac6f146262181a89a74d6
five_slot,p66,pusht,3072,1,88,100,88.0,1c5ffd04cd52c7f53574b39ca4302d12ecd75b784449137c73fe6e8c6bfea3cd,9d229873dc1e161c3a6be6bcce7e1d8f8f0b7b488a4b3bbda740fd54097bab29
five_slot,p66,pusht,3072,42,89,100,89.0,1c5ffd04cd52c7f53574b39ca4302d12ecd75b784449137c73fe6e8c6bfea3cd,dcdce1f5e90c29246b70670d6a61171bd8ba17814bc88726ac65994714c14afa
four_slot,p77,tworoom,42,0,100,100,100.0,ff6b50316baa1daf80a46a656c4e887470ebda7e1a9cdb8984b8bfd7a221166c,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
four_slot,p77,tworoom,42,1,100,100,100.0,ff6b50316baa1daf80a46a656c4e887470ebda7e1a9cdb8984b8bfd7a221166c,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
four_slot,p77,tworoom,42,42,99,100,99.0,ff6b50316baa1daf80a46a656c4e887470ebda7e1a9cdb8984b8bfd7a221166c,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
five_slot,p66,cube,0,0,100,100,100.0,636b2fbf210ed48f02d031a9028fa912d0b663c2baa703982278e67258ee3c2d,d06053263ecfa4bc3f2a7b0a996239a5105177f2de18cdefc5ec41cdab3097e7
five_slot,p66,cube,0,1,99,100,99.0,636b2fbf210ed48f02d031a9028fa912d0b663c2baa703982278e67258ee3c2d,6dd8ea3c417d4f77303703be3b21bb6c4f5d0ab0d67afb2f1a008996fe5e238f
five_slot,p66,cube,0,42,100,100,100.0,636b2fbf210ed48f02d031a9028fa912d0b663c2baa703982278e67258ee3c2d,03f9c3a375707bdcd40d32aa1be26ef15ab2529fe513e67eea59789b36c70d63
four_slot,p77,tworoom,3072,0,100,100,100.0,0cbafe0d2390dfd32a21a70d233d337d386c0a8e0cf3a205ade40f09a8e82cf6,2fea3d51e85b1a93c284f566bbd9714eb70d013507554bd581b851b33ad4643a
four_slot,p77,tworoom,3072,1,99,100,99.0,0cbafe0d2390dfd32a21a70d233d337d386c0a8e0cf3a205ade40f09a8e82cf6,a46e008facb0427a97dadde11e39f105f9ac3fb138627b254fcd9cbb83ec8805
four_slot,p77,tworoom,3072,42,95,100,95.0,0cbafe0d2390dfd32a21a70d233d337d386c0a8e0cf3a205ade40f09a8e82cf6,216250de76495a17a58bb16538b678408063798c3e4f55381943b79214ac83f6
five_slot,p66,cube,42,0,100,100,100.0,041b411103f7dd5e01037d7ed77e8885392597f147d2a7f7dfb4dc010cae750a,d06053263ecfa4bc3f2a7b0a996239a5105177f2de18cdefc5ec41cdab3097e7
five_slot,p66,cube,42,1,100,100,100.0,041b411103f7dd5e01037d7ed77e8885392597f147d2a7f7dfb4dc010cae750a,6dd8ea3c417d4f77303703be3b21bb6c4f5d0ab0d67afb2f1a008996fe5e238f
five_slot,p66,cube,42,42,100,100,100.0,041b411103f7dd5e01037d7ed77e8885392597f147d2a7f7dfb4dc010cae750a,03f9c3a375707bdcd40d32aa1be26ef15ab2529fe513e67eea59789b36c70d63
four_slot,p66,pusht,0,0,88,100,88.0,0e53be57db653407eb2b5fceb40844798727c27f0f98379f69c7c27747520f96,f90fd6b829f6c52f821c474ff7c58d6fad64c4f5713ac6f146262181a89a74d6
four_slot,p66,pusht,0,1,85,100,85.0,0e53be57db653407eb2b5fceb40844798727c27f0f98379f69c7c27747520f96,9d229873dc1e161c3a6be6bcce7e1d8f8f0b7b488a4b3bbda740fd54097bab29
four_slot,p66,pusht,0,42,90,100,90.0,0e53be57db653407eb2b5fceb40844798727c27f0f98379f69c7c27747520f96,dcdce1f5e90c29246b70670d6a61171bd8ba17814bc88726ac65994714c14afa
five_slot,p66,cube,3072,0,100,100,100.0,45d57cc7bcbf8d2b78016a712f1961f740d407e631411fa3e2d80457d2931672,d06053263ecfa4bc3f2a7b0a996239a5105177f2de18cdefc5ec41cdab3097e7
five_slot,p66,cube,3072,1,99,100,99.0,45d57cc7bcbf8d2b78016a712f1961f740d407e631411fa3e2d80457d2931672,6dd8ea3c417d4f77303703be3b21bb6c4f5d0ab0d67afb2f1a008996fe5e238f
five_slot,p66,cube,3072,42,100,100,100.0,45d57cc7bcbf8d2b78016a712f1961f740d407e631411fa3e2d80457d2931672,03f9c3a375707bdcd40d32aa1be26ef15ab2529fe513e67eea59789b36c70d63
four_slot,p66,pusht,42,0,90,100,90.0,f1f4d7a575b2809b2fd9fff6d8aacd89e7801cdf431a110a80cdd63b2e1c29e6,f90fd6b829f6c52f821c474ff7c58d6fad64c4f5713ac6f146262181a89a74d6
four_slot,p66,pusht,42,1,94,100,94.0,f1f4d7a575b2809b2fd9fff6d8aacd89e7801cdf431a110a80cdd63b2e1c29e6,9d229873dc1e161c3a6be6bcce7e1d8f8f0b7b488a4b3bbda740fd54097bab29
four_slot,p66,pusht,42,42,88,100,88.0,f1f4d7a575b2809b2fd9fff6d8aacd89e7801cdf431a110a80cdd63b2e1c29e6,dcdce1f5e90c29246b70670d6a61171bd8ba17814bc88726ac65994714c14afa
five_slot,p66,reacher,0,0,48,100,48.0,168a38be3a77bc83e5a98962e8438d7a9b88a56346d4188b11034573b9018447,f47cccfbe9abdf5fd9345e05d4c1827a0e923d9ebfdf7acd55f66d3744a079fe
five_slot,p66,reacher,0,1,53,100,53.0,168a38be3a77bc83e5a98962e8438d7a9b88a56346d4188b11034573b9018447,87acf32a019f1c9ef63449dd573a5f845d45c772f6de425e83aeca976d154565
five_slot,p66,reacher,0,42,49,100,49.0,168a38be3a77bc83e5a98962e8438d7a9b88a56346d4188b11034573b9018447,1ab745023ffc673aeef2f073aa7b7d1ba2ab00cd0caf39cc392a6a6ff54d387c
four_slot,p66,pusht,3072,0,85,100,85.0,fb5594a3f3d3a29b27ca7e5422cfdd18828804c9ab730f460234cdbf4c121787,f90fd6b829f6c52f821c474ff7c58d6fad64c4f5713ac6f146262181a89a74d6
four_slot,p66,pusht,3072,1,88,100,88.0,fb5594a3f3d3a29b27ca7e5422cfdd18828804c9ab730f460234cdbf4c121787,9d229873dc1e161c3a6be6bcce7e1d8f8f0b7b488a4b3bbda740fd54097bab29
four_slot,p66,pusht,3072,42,82,100,82.0,fb5594a3f3d3a29b27ca7e5422cfdd18828804c9ab730f460234cdbf4c121787,dcdce1f5e90c29246b70670d6a61171bd8ba17814bc88726ac65994714c14afa
five_slot,p66,reacher,42,0,44,100,44.0,f1d9a700db92cb9f376c84607919df810b4732fd45f6149c800a7617e9e5ac7b,f47cccfbe9abdf5fd9345e05d4c1827a0e923d9ebfdf7acd55f66d3744a079fe
five_slot,p66,reacher,42,1,53,100,53.0,f1d9a700db92cb9f376c84607919df810b4732fd45f6149c800a7617e9e5ac7b,87acf32a019f1c9ef63449dd573a5f845d45c772f6de425e83aeca976d154565
five_slot,p66,reacher,42,42,35,100,35.0,f1d9a700db92cb9f376c84607919df810b4732fd45f6149c800a7617e9e5ac7b,1ab745023ffc673aeef2f073aa7b7d1ba2ab00cd0caf39cc392a6a6ff54d387c
four_slot,p66,cube,0,0,100,100,100.0,00ff7b9b6ea22adbedeb82f5ace1a4473cff7c4000c9793efd0fd99f005b68fb,d06053263ecfa4bc3f2a7b0a996239a5105177f2de18cdefc5ec41cdab3097e7
four_slot,p66,cube,0,1,100,100,100.0,00ff7b9b6ea22adbedeb82f5ace1a4473cff7c4000c9793efd0fd99f005b68fb,6dd8ea3c417d4f77303703be3b21bb6c4f5d0ab0d67afb2f1a008996fe5e238f
four_slot,p66,cube,0,42,100,100,100.0,00ff7b9b6ea22adbedeb82f5ace1a4473cff7c4000c9793efd0fd99f005b68fb,03f9c3a375707bdcd40d32aa1be26ef15ab2529fe513e67eea59789b36c70d63
